,날짜,date,종가,전월대비 등락률,외국인순매수,개인순매수,기관순매수,시가총액대비,label,등락률label,년도_2005,년도_2006,년도_2007,년도_2008,년도_2009,년도_2010,년도_2011,년도_2012,년도_2013,년도_2014,년도_2015,년도_2016,년도_2017,년도_2018,년도_2019,년도_2020,년도_2021,년도_2022,월_1,월_2,월_3,월_4,월_5,월_6,월_7,월_8,월_9,월_10,월_11,월_12
166,2018-11-30,2018-11-01,2096.860107421875,0.0330938064210373,3536,-3717,-2179,36.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,2018-12-28,2018-12-01,2041.0400390625,-0.0266207879876196,-593,-12341,11752,35.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,2019-01-31,2019-01-01,2204.85009765625,0.0802581308836018,32169,-23459,-9307,36.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
169,2019-02-28,2019-02-01,2195.43994140625,-0.0042679347044966,1350,-8264,5417,36.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,2019-03-29,2019-03-01,2140.669921875,-0.0249471727731108,3005,5902,-9945,37.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
171,2019-04-30,2019-04-01,2203.590087890625,0.0293927454077149,23820,-17479,-6541,37.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
172,2019-05-31,2019-05-01,2041.739990234375,-0.0734483688893246,-17476,19843,1839,37.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,2019-06-28,2019-06-01,2130.6201171875,0.0435315600312664,7083,-19701,15120,37.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
174,2019-07-31,2019-07-01,2024.550048828125,-0.0497836604018324,20336,-11605,-7248,38.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,2019-08-30,2019-08-01,1967.7900390625,-0.0280358639681343,-16919,-2270,22024,38.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,2019-09-30,2019-09-01,2063.050048828125,0.0484096412089823,-8616,-15092,22434,38.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
177,2019-10-31,2019-10-01,2083.47998046875,0.0099027804256274,-5571,-8314,9630,38.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,2019-11-29,2019-11-01,2087.9599609375,0.002150239268314,-23179,7946,15239,38.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,2019-12-30,2019-12-01,2197.669921875,0.0525440923149886,6002,-19209,19357,38.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,2020-01-31,2020-01-01,2119.010009765625,-0.0357924141957879,3199,25715,-39625,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,2020-02-28,2020-02-01,1987.010009765625,-0.0622932404243809,-2507,28109,-25535,38.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,2020-03-31,2020-03-01,1754.6400146484375,-0.1169445518518532,-31787,32403,24423,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
183,2020-04-29,2020-04-01,1947.56005859375,0.1099485035874816,-28972,10534,8904,36.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184,2020-05-29,2020-05-01,2029.5999755859373,0.0421244606194198,-29413,9418,7589,36.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,2020-06-30,2020-06-01,2108.330078125,0.0387909457460125,-11992,13420,-9820,36.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,2020-07-31,2020-07-01,2249.3701171875,0.0668965645018597,-2613,5930,-11457,36.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,2020-08-31,2020-08-01,2326.169921875,0.0341428047348324,-11994,14539,-14449,35.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,2020-09-29,2020-09-01,2327.889892578125,0.0007394002849708,-8628,26895,-25854,35.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,2020-10-30,2020-10-01,2267.14990234375,-0.0260922951845913,-1643,-11256,2174,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
190,2020-11-30,2020-11-01,2591.340087890625,0.1429945965247959,29375,13950,-39295,35.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,2020-12-30,2020-12-01,2873.469970703125,0.1088741242922523,-3165,-14288,2170,36.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,2021-01-29,2021-01-01,2976.2099609375,0.0357546768478095,1343,-5094,-17232,36.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
193,2021-02-26,2021-02-01,3012.949951171875,0.0123445559004855,-7847,8800,-17293,36.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
194,2021-03-31,2021-03-01,3061.419921875,0.016087214022348,-14133,13185,-10143,35.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
195,2021-04-30,2021-04-01,3147.860107421875,0.0282353247031638,6872,8212,-33446,35.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
196,2021-05-31,2021-05-01,3203.919921875,0.0178088646064511,-17386,3085,5976,34.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
197,2021-06-30,2021-06-01,3296.679931640625,0.0289520375126416,1814,10226,-20428,34.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
198,2021-07-30,2021-07-01,3202.320068359375,-0.0286226947225328,-30272,-15393,17620,34.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
199,2021-08-31,2021-08-01,3199.27001953125,-0.000952449712401,-21081,-7478,24490,32.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
200,2021-09-30,2021-09-01,3068.820068359375,-0.0407749112689738,5979,9336,-22257,32.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
201,2021-10-29,2021-10-01,2970.679931640625,-0.0319797624274585,-16287,-7809,22499,32.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202,2021-11-30,2021-11-01,2839.010009765625,-0.0443231599852234,11342,16641,-27380,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
203,2021-12-30,2021-12-01,2977.64990234375,0.0488338864960784,15250,-30452,15846,33.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
204,2022-01-28,2022-01-01,2663.340087890625,-0.1055563362924994,-389,12674,6687,32.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
205,2022-02-28,2022-02-01,2699.179931640625,0.0134567282311983,-6207,-10135,-3629,32.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
206,2022-03-31,2022-03-01,2757.64990234375,0.0216621241206345,-23373,-3604,6022,31.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
